123,Michigan Tech,1145,College,Men,Division III,North Central,Lake Superior DIII,12,3,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=57WpQNLX6Vetv4gRcM%2fjld%2b0ELqSfH%2f53JLr3JDMCUQ%3d
124,Minnesota B,1131,College,Men,Developmental,North Central,Northwoods DI,13,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=FPzJkJ%2byuPe9%2frOXJKSQAX3o066IIKaSGmXT251MZb0%3d
125,North Park,1131,College,Men,Division III,Great Lakes,Illinois DIII,18,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=M%2bxxPFI5WJFu%2beWk29FU2wkXiOU2J7D%2fadvI%2feNieSs%3d
126,Davidson,1124,College,Men,Division III,Atlantic Coast,Carolina DIII,16,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=p6U7f0gn277xleiTBmOCud43lgMq9sRG5%2beZTU9pAqM%3d
127,Wisconsin-Milwaukee,1117,College,Men,Division I,North Central,Lake Superior DI,12,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=mW%2fc4vQipcb3nVaamsM5GfVvGfw7Lm4h%2fx4iu8SQ1bE%3d
128,Oberlin,1112,College,Men,Division III,Ohio Valley,Ohio DIII,22,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=0DWEVumWynegTy4GJCXajyT2Nj8NXNZHhk6UEzNGVj8%3d
129,Ohio,1109,College,Men,Division I,Ohio Valley,Ohio DI,10,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=H4Gq1MuvtTaeZuN%2fzsaDOp%2buPYDSuujoIt8vMQu3ftI%3d
130,Arizona State,1109,College,Men,Division I,Southwest,Desert DI,8,18,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=brnudAzgHMksedcd4yAII5xE5D2F1oFwK9mC4BBtqr0%3d
131,Indiana,1108,College,Men,Division I,Great Lakes,East Plains DI,14,18,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=0A88oBYCz%2fPOlgw71G7%2fiAb6Lq9opRMQI%2fjyjFHAPzk%3d
132,Colby,1107,College,Men,Division III,New England,North New England DIII,10,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=pyXpaYUtaDv9wC5TSjU%2fPQ78kA1uym%2fJXS4cM5l6hPQ%3d
133,Boston University,1099,College,Men,Division I,New England,Metro Boston DI,17,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=2bWz8llp3lRto%2b1f220sM31Ia1if8AwRhCmKUHzD07I%3d
134,Saint Louis,1096,College,Men,Division I,South Central,Ozarks DI,16,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=pN%2bud%2bbWyN7F5%2fq0kLn5FoYjbU0zZzfIgd6YKSEonJg%3d
135,Georgia B,1095,College,Men,Developmental,Southeast,Southeast Dev,12,2,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=DbaSYifuBgTYh14EH%2beGRltE3ki81nv%2bj1toO4DLEi4%3d
136,San Diego State,1093,College,Men,Division I,Southwest,SoCal DI,16,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=diFwTxeJQD93DxC7lha1YQjzyuArsRDBP%2fnOusE7mXw%3d
137,Florida Tech,1090,College,Men,Division III,Southeast,Eastern Southeast DIII,10,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2bWdFFuMZrOHqpxGPyKFsAxxfEckmODB1dQS1KRjEIoc%3d
138,North Carolina B,1087,College,Men,Developmental,Atlantic Coast,Southern Atlantic Coast Dev,16,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=fsv7xaj8V0lm%2fOOWoiBJRyz4ynqll2MKeyHToOsxcCA%3d
139,George Mason,1086,College,Men,Division I,Atlantic Coast,Virginia DI,11,23,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=O37mKLscZ5Xm4QTOYkqtQZ7LTeAToWbzopovBpPaG6w%3d
140,Shippensburg,1085,College,Men,Division III,Ohio Valley,West Penn DIII,24,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=01BQdNK01zeoy3%2f%2fh9JRXNdHnNASfqCu2lOiNx96uZU%3d
141,Grand Valley State,1081,College,Men,Division I,Great Lakes,Michigan DI,9,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=xBNR75FJSMbSdne8N6oL0OFwiq3FUk1jtBttFcAoI9s%3d
142,MIT,1081,College,Men,Division I,New England,Metro Boston DI,16,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ZiYcBMJDYHdxKmMASDJnsUhr878McGoH7vhJxiKsNI8%3d
143,Brandeis,1079,College,Men,Division III,New England,Metro Boston DIII,19,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=5jD88D1FxZQvNYoPV6YjTeK34haEkb%2fHtv5yfuduYkM%3d
144,South Florida,1076,College,Men,Division I,Southeast,Florida DI,6,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=SmFpxSF9VkjjtpiK2Jk5TISa60TEkCIGQCOFCd7vY78%3d
145,Johns Hopkins,1073,College,Men,Division I,Atlantic Coast,Colonial DI,13,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=kKnHljI9ABut8aSWKw0MGFSFvUBnN7Hi%2bNW7%2f6NCMGM%3d
146,North Carolina-Asheville,1073,College,Men,Division III,Atlantic Coast,Carolina DIII,13,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ELSz6SL7CWABbURdSq80SRm%2fEy7rAEbBJ%2f4yvvVTjIo%3d
147,Colorado School of Mines,1070,College,Men,Division III,South Central,Rocky Mountain DIII,15,14,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=cYkNajr8uhFjU3t43g1V6nxHPVKCDEVVS7SP5CoxkU8%3d
148,Akron,1070,College,Men,Division I,Ohio Valley,Ohio DI,15,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=1IN5gnZJbm%2bCHxqYYk0cn%2fC5pr9qBhKXvpTz%2fB1WaxM%3d
149,Claremont,1067,College,Men,Division III,Southwest,Southwest DIII,14,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=qIO%2bk%2fbFXuhLXLxi1e%2byJ0xS2dRhxyl6gyYF11aUX9Y%3d
150,Nevada-Reno,1064,College,Men,Division I,Southwest,NorCal DI,24,23,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=4QlpMUSBRusry1TDxZfs8eWsRMRHkaYA6yK4oGLv0oE%3d
151,Minnesota State-Mankato,1058,College,Men,Division I,North Central,Northwoods DI,5,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=BjDIRWsD%2b%2fnbyfrF4miw6zyeUpqqQ3mONJ%2bYLMQdSQc%3d
152,Colorado State B,1057,College,Men,Developmental,South Central,Rocky Mountain DI,18,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=na4rlpoyUUobT4aoqKL%2bfikA%2fqIN5qeTAe9%2fWw2lLYk%3d
153,Puget Sound,1050,College,Men,Division III,Northwest,Northwest DIII,19,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=VNne39AlxprmkXGTiVb5x2Oa1lr1umiNfh%2fudZH3iaI%3d
154,Missouri State,1046,College,Men,Division I,South Central,Ozarks DI,10,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=iaMo%2fcBqK90gea4JMJsow1oWjnWZPtVef4n6MWWeA1A%3d
155,Colorado-Denver,1042,College,Men,Division I,South Central,Rocky Mountain DI,13,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=1EQUhH3syDXbbcoGvbp1%2f%2fNZujVBWoXH8%2fiQOUKsvbA%3d
156,Lamar,1041,College,Men,Division I,South Central,South Texas DI,3,4,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=RbGZ%2f140Vd0N2yjbPK%2bdMl5t8LpL1CE6jH1GENrZQwU%3d
157,Rensselaer Polytech,1037,College,Men,Division III,Metro East,Hudson Valley DIII,16,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=gqG7YW%2b1t%2bjtvP63TgtJYHW0uEaqQoj%2fs4nBRPaIipU%3d
158,Occidental,1034,College,Men,Division III,Southwest,Southwest DIII,16,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=xF9h1DpsYZeMYGsLy41D90FOkWZcqdgXtUCGC5sMINY%3d
159,Montana,1032,College,Men,Division I,Northwest,Big Sky DI,9,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=7cpzhzK3w1VYS9gqoTvApqB%2bUqktQ2xs7zu2olTKUeU%3d
160,Colorado B,1032,College,Men,Division I,South Central,Rocky Mountain DI,13,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=mJdGhsfV1hwbi8J64u40YIyobvW48SYGPqXDuYU1oiw%3d
161,Franciscan,1025,College,Men,Division III,Ohio Valley,Ohio DIII,16,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=o8bxm%2f76JMBbeB8t%2bl6ZnqrtyVTVcBajL%2fcP2ka6Hw0%3d
162,Pacific Lutheran,1021,College,Men,Division III,Northwest,Northwest DIII,10,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=r6cofIRQryAVRywmK3l3ijqRRqLYx31hn%2fkbSwLqqjg%3d
163,Mississippi,1018,College,Men,Division I,Southeast,Gulf Coast DI,12,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=oZSxj7BEgLdqpIQ2rHkYDUsOLvqqyehPjZDTPGzzooA%3d
164,Rice,1016,College,Men,Division III,South Central,Texas DIII,14,17,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=VMsW23hu0yMFb54i%2bdaDiSY8nrQSaTtFG6sI6pCPcEI%3d
165,Xavier,1015,College,Men,Division III,Ohio Valley,Ohio DIII,19,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=agHDETOOTKI62BjOI2Gr2PF5HP8kWrO%2bZd13oDpx%2brQ%3d
166,Houston,1009,College,Men,Division I,South Central,South Texas DI,3,4,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=rMX%2fFLkCQiBozB21XjMC8Y%2fnY1CoFfGUh6R1Jqh9BUE%3d
167,Texas-San Antonio,1007,College,Men,Division I,South Central,South Texas DI,6,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=gxaDKsR%2fdKAoIHQ%2bTUUzdI4T0dtFiLycnPsiLnVK4OA%3d
168,SUNY-Binghamton,1007,College,Men,Division I,Metro East,Western NY DI,12,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=NasuUl%2fZ8i6Rth0z6h63p1BgpvsSHPA5G%2fRQNo1oiWU%3d
169,Michigan B,1006,College,Men,Developmental,Great Lakes,Great Lakes Dev,16,2,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2bB060AlOc8XJr6JIQ3wObMNJ7u8XBx7L4RntEIVUGA0%3d
170,Virginia Commonwealth,1005,College,Men,Division I,Atlantic Coast,Virginia DI,4,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ACKeAwXxhsmnJVbdIAi0TY7qiMBdh2yibycvN6hgM1M%3d
171,NYU,1003,College,Men,Division I,Metro East,Metro NY DI,11,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=Bc%2bPIcsBYQpqlAM8YqgWSSCvIEznvnv72RweU0Vcd7o%3d
172,Vanderbilt,1000,College,Men,Division I,Southeast,Gulf Coast DI,11,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=yk2Y8V2ugDVp%2b8dWO9YGIqG%2fcvUCQsnS%2fPNHeUW63cQ%3d
173,Colorado College,998,College,Men,Division III,South Central,Rocky Mountain DIII,12,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=QEkW3V9Cwzzr8x2H39sLn%2bv9I5QcSQ0P0rpmc5sWxf4%3d
174,Wisconsin- La Crosse,996,College,Men,Division I,North Central,Lake Superior DI,6,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=yK4i61OUIYmSWTMHPlp6vINuT2rfGaBfTOdISGSufRI%3d
175,Hamilton,991,College,Men,Division III,Metro East,Western NY DIII,12,3,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=PqyT1yl%2f1TZuti1OYfv4iP%2fBTZdFvXo1fgv%2fIT8CixQ%3d
176,Oklahoma,989,College,Men,Division I,South Central,Ozarks DI,9,17,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=XwUWH269evyUw%2ftKQ1nAT5XD0Q59UMXnlTsW72yauZY%3d
177,California-San Diego,985,College,Men,Division I,Southwest,SoCal DI,7,19,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2fOjBNFz1k8Un4ysONNsklC%2fyyK1H4l3Epeb4U0eDtU0%3d
178,Wheaton (Illinois),985,College,Men,Division III,Great Lakes,Illinois DIII,14,2,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=LVtCQw5ajZ%2bIzfr68leK%2frhpI%2faNiTEltMjm%2fb%2bnOjg%3d
179,Dayton,982,College,Men,Division I,Ohio Valley,Ohio DI,13,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=MDjKtgxaJVKZLxfaloClehMw%2fqYonbJ4IWUsxat%2fXP8%3d
180,Army,981,College,Men,Division III,Metro East,Hudson Valley DIII,10,4,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=QeUyIq9ZBhtpoKrbxkU3TYXXiiRyKTvuWetbbcLesQA%3d
181,Drexel,981,College,Men,Division I,Ohio Valley,East Penn DI,9,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=GjFU3Pk3BreBtsU2w9zXHfZew5bc2OY3Yhr7c0IMahA%3d
182,California-Santa Cruz,978,College,Men,Division I,Southwest,NorCal DI,10,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=cTBc%2fcN84YY8NaclWY0WKaAlgi30R6lUoz0MUG%2flw4o%3d
183,Boston College,977,College,Men,Division I,New England,Metro Boston DI,11,14,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=hv%2bVH%2fA4bMi2lwA0ouiOKkpM7EW2aJtWFltC1XQuDA4%3d
184,Columbia,975,College,Men,Division I,Metro East,Metro NY DI,10,5,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=py7eQzb%2bKnYFpNuli%2bfIL7dhe0cz%2fF6N8lIdyMAZdeU%3d
185,Liberty,971,College,Men,Division I,Atlantic Coast,Virginia DI,12,17,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=gMOzAdWvOFu7ZlZwT4zNtjg5O8JvtH6rG8Ks2fTJK8E%3d
186,Haverford,968,College,Men,Division III,Ohio Valley,East Penn DIII,13,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=MdUAzhaoW61T%2fmBMJmfojdgFduMNzoDYuzRINylKk6o%3d
187,Cal Poly-Pomona,964,College,Men,Division I,Southwest,SoCal DI,11,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=QtrW4B4k%2f%2bLEZHRKq%2bO6RjtCtjARS6%2biK6YI9N88NYU%3d
188,Pittsburgh B,956,College,Men,Developmental,Ohio Valley,Ohio Valley Dev,14,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=kvqT3OAplE9EvGhG%2f5MBKkjpxyzEjrPkZ8ybBt%2fcyI8%3d
189,Princeton,950,College,Men,Division I,Metro East,Metro NY DI,8,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=I34iMH7zY9gtG9W9SZeioqpFJ8I2dmUgdCsIuae5vv4%3d
190,Chico State,946,College,Men,Division I,Southwest,NorCal DI,15,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=Xj9nl4nlBBtlScgwCpbeWWQQKiS9a%2f33t2lXJOd4Seo%3d
191,St Olaf,944,College,Men,Division III,North Central,Northwoods DIII,17,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ZRMI9cCp4Kh36rnvy3MXRGiqkAS7IjCekApwYMZdI%2fE%3d
192,SUNY-Geneseo,943,College,Men,Division III,Metro East,Western NY DIII,11,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=YOVmyeqX%2b8%2fdzBvzQrG0TdBBHF4bYS2Xc%2bl6IF1Xqgw%3d
193,Kansas State,927,College,Men,Division I,South Central,Ozarks DI,13,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=sJfLNzJ4flaZgNkyxNy5Txl8DbpjpGaupWYVo3cjYjI%3d
194,George Washington,919,College,Men,Division I,Atlantic Coast,Colonial DI,8,18,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=1fyp%2fDYtUd4%2f44ehROolYO%2fCkKikL8Z7r9ifRX7%2fJJ4%3d
195,Wisconsin-Eau Claire,919,College,Men,Division I,North Central,Lake Superior DI,16,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ouaM6IanfycFsQy2Rr6USAfkq%2fmtq%2bMOUM3TE%2b2SNI8%3d
196,Western Washington B,910,College,Men,Developmental,Northwest,Cascadia DI,3,3,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=J9UKjiSnrYvZaRgkJymzqv0Ms3cb02odeTmGeaQcviA%3d
197,Georgia State,905,College,Men,Division I,Southeast,Southern Appalachian DI,7,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=85V9AVcqndl%2fB1ok41X9Misvfo9ZfYy3aZxh13IubZA%3d
198,SUNY-Buffalo,900,College,Men,Division I,Metro East,Western NY DI,7,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=0q%2beHh88a4VOkfCkKOOdy5iRUG9VK1cNG%2b4fMCw0Oj0%3d
199,Wisconsin B,895,College,Men,Developmental,North Central,Lake Superior DI,10,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=wi8o9V3O5SEEK06onFDDJ5DGDXG1haUOcXDuJM5hhMc%3d
200,Colgate,894,College,Men,Division III,Metro East,Western NY DIII,13,5,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=LE3X6FYGX%2fMuvgIUyd4DtIkPBY%2b6z9jL77cnHdvGdbg%3d
201,Florida B,894,College,Men,Developmental,Southeast,Southeast Dev,18,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=tZJ%2fQIn67v6SwL5FKlk4h%2byANxp%2fuFRQQEH9Btn5WAo%3d
202,St John's,879,College,Men,Division III,North Central,Northwoods DIII,6,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=TSOpNYxNhbrQIJbbD5N9242j7bCWRqLgehTiA3Td084%3d
203,Florida State B,875,College,Men,Developmental,Southeast,Southeast Dev,14,4,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=k0CCveEEUAimw9AsWTWrOXJPc1imc9AiBZtjT1a88oU%3d
204,Georgia Southern,873,College,Men,Division I,Southeast,Southern Appalachian DI,7,22,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=cuHdSkJSbR4gT8b6305T26b5xnE2qM2JiyQhftw2Fss%3d
205,Cedarville,872,College,Men,Division III,Ohio Valley,Ohio DIII,11,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=CQFxa1ocVO4XiSrjt7c%2fJVeXyHLVh2ywtv%2fpOfDaKmE%3d
206,North Florida,864,College,Men,Division I,Southeast,Florida DI,2,5,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=5b2ZzgfIhY%2bW7eBmNPfxcOwks%2fmstIPdnTMF4YCskSw%3d
207,Lewis & Clark,864,College,Men,Division III,Northwest,Northwest DIII,9,17,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=aEaTUNSHTrE5nUO%2fvnWLxIyhTB6iGzcOwX7Q5GuDI%2b0%3d
208,Massachusetts C,862,College,Men,Developmental,New England,South New England Dev,8,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=sr%2bC%2fr0zwiM8gahdy7dlLJvRI9%2bdo5dmmmUU%2bYpaYCE%3d
209,Syracuse,852,College,Men,Division I,Metro East,Western NY DI,5,17,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=0ZWICl03%2f%2f%2fqkBKEDjrzWVbAZ2559%2bZpOW3UzPGB%2fVA%3d
210,Grove City,851,College,Men,Division III,Ohio Valley,West Penn DIII,11,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=wIVDXbjN2BI%2fkVP6W7h11uH7KlDwKoIsHaDmKX%2bft5w%3d
211,Samford,849,College,Men,Division III,Southeast,Western Southeast DIII,12,9,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=qSRLpsfLln5%2fux%2bmFhk%2fnoxwZQn%2bG41VV6bx3DXuUcI%3d
212,Denver,840,College,Men,Division I,South Central,Rocky Mountain DI,10,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=5HPWf2j8QUlp3PfpPpebaEay3Phj%2bwEYHicX89Wm%2bcQ%3d
213,Sonoma State,839,College,Men,Division I,Southwest,NorCal DI,11,14,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=nItSK%2b3oH6ZQs1FMNBt8nVy46noQaoH3EZO9g4FcJdw%3d
214,Truman State,838,College,Men,Division III,South Central,Ozarks DIII,10,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=jTiXPW%2fV5E2DOaNNlwrdQvuFh64EXl3WNiWTQanILA4%3d
215,Humboldt State,838,College,Men,Division I,Southwest,NorCal DI,9,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=S%2fXbmMQg84ntRjA5fK11MBEu9ZmLjb%2bxrOLo4SNZ0jA%3d
216,New Hampshire,835,College,Men,Division I,New England,North New England DI,11,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=j%2fPhJaVa8z91qENgCFAB5advmL%2f79m%2fhdbAiiyB5ebc%3d
217,West Chester,831,College,Men,Division I,Ohio Valley,East Penn DI,9,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=OV1eXGFBOXdoOU3TX9vdajHqb6c3SBZjtWy7srbR284%3d
218,Alabama-Birmingham,828,College,Men,Division I,Southeast,Gulf Coast DI,7,12,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=JVQyuY9kQ0Ossrvn8tYgZ63V5YVf1E%2ffIYqaYEi7VJ8%3d
219,Rochester,827,College,Men,Division I,Metro East,Western NY DI,7,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=jHq9AMnwA6116a7rZywIhzoyLSkmWNDZLCASe6LDdZs%3d
220,Texas A&M B,826,College,Men,Developmental,South Central,South Texas DI,11,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=y2kr35fyutLd4Fw7cRNDuI41FM4jAz1PRRBJir%2ff3RE%3d
221,Stevens Tech,820,College,Men,Division III,Metro East,Metro NY DIII,10,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=RUUp3mU4pYjd92bvmQvbUg0GuSt9PsStAVrQleA%2bqj8%3d
222,Stephen F Austin,813,College,Men,Division I,South Central,North Texas DI,17,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=c5mR9tPeziIfTjuoDfeL4%2b%2f3whhsIXHm8SVH6UJzufc%3d
223,Jefferson,812,College,Men,Division III,Ohio Valley,East Penn DIII,18,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=xmFRYHu%2f3ZJR606%2b9KIQxGWK8S444hgNvsuJ%2biu0Ptc%3d
224,Swarthmore,812,College,Men,Division III,Ohio Valley,East Penn DIII,9,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=16Sc8chIKn%2bHDurIxxQ5bd1jB1VYBPZeng5vFX6f0UU%3d
225,Ball State,809,College,Men,Division I,Great Lakes,East Plains DI,6,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=RbMt7b%2bJKccu5h7Biyd7VvBwvFzNLFJ0dbLtmBymjeM%3d
226,California B,804,College,Men,Developmental,Southwest,Southwest Dev,11,8,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2bd3SkYixJU1T3eYtqabzFbnBYBpn3IiPtaLgBQ5Zyes%3d
227,Hartford,800,College,Men,Division III,Metro East,Hudson Valley DIII,7,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=Ys5uT6oTNjtU3c0qYZbYalrGT3AL5tWCJgcBz1fJ%2f58%3d
228,Massachusetts- Dartmouth,798,College,Men,Division I,New England,Metro Boston DI,3,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2by4roPr2AEkcIKb0ESvnYsUCNGHLWTUkWrBnIhplZ0I%3d
229,Boise State,794,College,Men,Division I,Northwest,Big Sky DI,7,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=i3lPjR6NDydyF1bFzgFY4%2blw5oNacwmAtQeIfliArTY%3d
230,Texas Christian,792,College,Men,Division I,South Central,North Texas DI,12,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ol1KzqJVw4o9U0LruyIygjlhdU%2f%2fsi4nHcoPuz743DI%3d
231,Harding,790,College,Men,Division III,South Central,Ozarks DIII,7,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=XjTibd%2bfYCsMR9D2aQ8XgIhqXndmKh90PBN4%2bSEMRsw%3d
232,High Point,790,College,Men,Division III,Atlantic Coast,Carolina DIII,14,14,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=SaYd3NipH9mKo7gmFG7c8%2b5QMvaT0GTVw1tzdxu0r5o%3d
233,Northern Illinois,789,College,Men,Division I,Great Lakes,Illinois DI,8,14,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=Gz1OWlyIDEVk%2bmmHuCtcppZfqtK7LmsJ49g6gAxTLSE%3d
234,Brigham Young B,789,College,Men,Developmental,Northwest,Big Sky DI,5,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=g1LOdHUWi5dh5gccptBNnH1rri7wnHg2BMcySaYEMVU%3d
235,Rowan,786,College,Men,Division I,Metro East,Metro NY DI,6,15,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2fP3pydUeBQFRalvteJ5dY4oJPTGLuXJkUcw%2fKtPOLDo%3d
236,Maryland-Baltimore County,783,College,Men,Division I,Atlantic Coast,Colonial DI,9,16,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ajQhTG%2fo%2frkrkLj2l29UbfhFhp%2fda8Qc5v0tqbsOzqs%3d
237,Knox,777,College,Men,Division III,Great Lakes,Illinois DIII,13,10,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=5VQQdiwkWwOlgJE1idb%2fZwngJ70r0lKdZBG1a6U2XfU%3d
238,Utah State,777,College,Men,Division I,Northwest,Big Sky DI,4,13,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=D0FjyEKx2HDIWjiQJ8%2b9WYbCFX8JY8SsOHqdMXEQaX4%3d
239,West Virginia,772,College,Men,Division I,Ohio Valley,West Penn DI,11,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=ItWaNeYgm5sAy8ZZJK45rs0YR4jWHiv7KA0Uh22zDd0%3d
240,SUNY-Albany,767,College,Men,Division I,Metro East,Hudson Valley DI,4,6,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=LJzbaHKg2rY4c8jBSCa78fdK02j0L6IldlfAZLjdw38%3d
241,Marist,764,College,Men,Division III,Metro East,Hudson Valley DIII,6,7,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=slZbXhwyAEu9%2fu0ooABGda4elatKgNVoC%2b2mhvpWEf0%3d
242,Montana State,762,College,Men,Division I,Northwest,Big Sky DI,4,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=%2fuiYxmjcUGwf%2bV8WxLl5MuRne%2bdNbMDqFemRB%2bDB21E%3d
243,Utah Valley,761,College,Men,Division I,Northwest,Big Sky DI,5,11,https://play.usaultimate.org/teams/events/Eventteam/?TeamId=YchZtu2bOk4J2rBuGneOvVX9yHTyujQ6QiViLxTjkIU%3d
